user_id,data_pasto,tipo_pasto,totale_calorie,elementi,giudizio_critico,macro_totali
1caabea0-3571-48c1-81d6-816830b3cd75,2025-09-01,cena,856,"{'carboidrati': '31g', 'proteine': '12g', 'grassi': '5g'}",bilanciato,"{'kcal': 856, 'carb_percent': 60, 'protein_percent': 22, 'fat_percent': 38}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-08-31,colazione,860,"{'carboidrati': '46g', 'proteine': '41g', 'grassi': '30g'}",troppi grassi,"{'kcal': 860, 'carb_percent': 54, 'protein_percent': 12, 'fat_percent': 26}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-08-31,spuntino,900,"{'carboidrati': '22g', 'proteine': '27g', 'grassi': '17g'}",troppi carboidrati,"{'kcal': 900, 'carb_percent': 58, 'protein_percent': 14, 'fat_percent': 26}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-08-31,pranzo,759,"{'carboidrati': '34g', 'proteine': '13g', 'grassi': '39g'}",troppi carboidrati,"{'kcal': 759, 'carb_percent': 41, 'protein_percent': 21, 'fat_percent': 38}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-08-31,cena,783,"{'carboidrati': '58g', 'proteine': '32g', 'grassi': '8g'}",poche proteine,"{'kcal': 783, 'carb_percent': 56, 'protein_percent': 28, 'fat_percent': 38}"
1caabea0-3571-48c1-81d6-816830b3cd75,2025-08-30,colazione,311,"{'carboidrati': '58g', 'proteine': '34g', 'grassi': '12g'}",troppi grassi,"{'kcal': 311, 'carb_percent': 58, 'protein_percent': 20, 'fat_percent': 21}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-08-30,spuntino,590,"{'carboidrati': '93g', 'proteine': '37g', 'grassi': '9g'}",troppi carboidrati,"{'kcal': 590, 'carb_percent': 48, 'protein_percent': 30, 'fat_percent': 35}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-08-30,pranzo,878,"{'carboidrati': '93g', 'proteine': '50g', 'grassi': '18g'}",bilanciato,"{'kcal': 878, 'carb_percent': 52, 'protein_percent': 27, 'fat_percent': 29}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-08-30,cena,824,"{'carboidrati': '78g', 'proteine': '50g', 'grassi': '39g'}",bilanciato,"{'kcal': 824, 'carb_percent': 49, 'protein_percent': 28, 'fat_percent': 30}"
f98c05e1-df2e-4eb2-815f-39317c57049b,2025-08-29,colazione,365,"{'carboidrati': '72g', 'proteine': '49g', 'grassi': '40g'}",bilanciato,"{'kcal': 365, 'carb_percent': 45, 'protein_percent': 24, 'fat_percent': 33}"
1caabea0-3571-48c1-81d6-816830b3cd75,2025-08-29,spuntino,782,"{'carboidrati': '99g', 'proteine': '18g', 'grassi': '13g'}",troppi carboidrati,"{'kcal': 782, 'carb_percent': 49, 'protein_percent': 18, 'fat_percent': 31}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-08-29,pranzo,844,"{'carboidrati': '70g', 'proteine': '19g', 'grassi': '17g'}",troppi carboidrati,"{'kcal': 844, 'carb_percent': 42, 'protein_percent': 24, 'fat_percent': 24}"
f7b98e95-bd99-4609-a1a4-6f8e15389737,2025-08-29,cena,635,"{'carboidrati': '27g', 'proteine': '26g', 'grassi': '20g'}",bilanciato,"{'kcal': 635, 'carb_percent': 41, 'protein_percent': 23, 'fat_percent': 24}"
1caabea0-3571-48c1-81d6-816830b3cd75,2025-08-28,colazione,293,"{'carboidrati': '92g', 'proteine': '16g', 'grassi': '9g'}",poche proteine,"{'kcal': 293, 'carb_percent': 47, 'protein_percent': 29, 'fat_percent': 22}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-08-28,spuntino,630,"{'carboidrati': '89g', 'proteine': '35g', 'grassi': '38g'}",troppi carboidrati,"{'kcal': 630, 'carb_percent': 53, 'protein_percent': 13, 'fat_percent': 24}"
f7b98e95-bd99-4609-a1a4-6f8e15389737,2025-08-28,pranzo,311,"{'carboidrati': '26g', 'proteine': '50g', 'grassi': '35g'}",poche proteine,"{'kcal': 311, 'carb_percent': 51, 'protein_percent': 12, 'fat_percent': 21}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-08-28,cena,578,"{'carboidrati': '34g', 'proteine': '23g', 'grassi': '13g'}",troppi carboidrati,"{'kcal': 578, 'carb_percent': 46, 'protein_percent': 24, 'fat_percent': 26}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-08-27,colazione,372,"{'carboidrati': '53g', 'proteine': '39g', 'grassi': '29g'}",troppi grassi,"{'kcal': 372, 'carb_percent': 56, 'protein_percent': 23, 'fat_percent': 37}"
f7b98e95-bd99-4609-a1a4-6f8e15389737,2025-08-27,spuntino,315,"{'carboidrati': '32g', 'proteine': '35g', 'grassi': '23g'}",poche proteine,"{'kcal': 315, 'carb_percent': 54, 'protein_percent': 26, 'fat_percent': 34}"
f7b98e95-bd99-4609-a1a4-6f8e15389737,2025-08-27,pranzo,514,"{'carboidrati': '48g', 'proteine': '44g', 'grassi': '11g'}",poche proteine,"{'kcal': 514, 'carb_percent': 53, 'protein_percent': 19, 'fat_percent': 22}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-08-27,cena,381,"{'carboidrati': '47g', 'proteine': '14g', 'grassi': '34g'}",poche proteine,"{'kcal': 381, 'carb_percent': 48, 'protein_percent': 28, 'fat_percent': 20}"
f7b98e95-bd99-4609-a1a4-6f8e15389737,2025-08-26,colazione,230,"{'carboidrati': '38g', 'proteine': '17g', 'grassi': '38g'}",bilanciato,"{'kcal': 230, 'carb_percent': 46, 'protein_percent': 13, 'fat_percent': 27}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-08-26,spuntino,859,"{'carboidrati': '42g', 'proteine': '26g', 'grassi': '7g'}",bilanciato,"{'kcal': 859, 'carb_percent': 54, 'protein_percent': 21, 'fat_percent': 32}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-08-26,pranzo,891,"{'carboidrati': '44g', 'proteine': '43g', 'grassi': '22g'}",troppi carboidrati,"{'kcal': 891, 'carb_percent': 44, 'protein_percent': 22, 'fat_percent': 37}"
1caabea0-3571-48c1-81d6-816830b3cd75,2025-08-26,cena,220,"{'carboidrati': '59g', 'proteine': '16g', 'grassi': '33g'}",bilanciato,"{'kcal': 220, 'carb_percent': 45, 'protein_percent': 26, 'fat_percent': 21}"
f98c05e1-df2e-4eb2-815f-39317c57049b,2025-08-25,colazione,656,"{'carboidrati': '87g', 'proteine': '47g', 'grassi': '29g'}",troppi carboidrati,"{'kcal': 656, 'carb_percent': 41, 'protein_percent': 13, 'fat_percent': 26}"
1caabea0-3571-48c1-81d6-816830b3cd75,2025-08-25,spuntino,390,"{'carboidrati': '83g', 'proteine': '18g', 'grassi': '38g'}",bilanciato,"{'kcal': 390, 'carb_percent': 58, 'protein_percent': 14, 'fat_percent': 38}"
f98c05e1-df2e-4eb2-815f-39317c57049b,2025-08-25,pranzo,437,"{'carboidrati': '52g', 'proteine': '38g', 'grassi': '38g'}",troppi carboidrati,"{'kcal': 437, 'carb_percent': 49, 'protein_percent': 26, 'fat_percent': 26}"
f98c05e1-df2e-4eb2-815f-39317c57049b,2025-08-25,cena,272,"{'carboidrati': '41g', 'proteine': '10g', 'grassi': '7g'}",bilanciato,"{'kcal': 272, 'carb_percent': 52, 'protein_percent': 19, 'fat_percent': 28}"
f98c05e1-df2e-4eb2-815f-39317c57049b,2025-08-24,colazione,207,"{'carboidrati': '72g', 'proteine': '18g', 'grassi': '39g'}",troppi grassi,"{'kcal': 207, 'carb_percent': 44, 'protein_percent': 23, 'fat_percent': 22}"
f7b98e95-bd99-4609-a1a4-6f8e15389737,2025-08-24,spuntino,356,"{'carboidrati': '80g', 'proteine': '42g', 'grassi': '33g'}",bilanciato,"{'kcal': 356, 'carb_percent': 43, 'protein_percent': 30, 'fat_percent': 38}"
f98c05e1-df2e-4eb2-815f-39317c57049b,2025-08-24,pranzo,809,"{'carboidrati': '44g', 'proteine': '30g', 'grassi': '23g'}",troppi grassi,"{'kcal': 809, 'carb_percent': 56, 'protein_percent': 11, 'fat_percent': 40}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-08-24,cena,385,"{'carboidrati': '53g', 'proteine': '42g', 'grassi': '7g'}",troppi grassi,"{'kcal': 385, 'carb_percent': 49, 'protein_percent': 16, 'fat_percent': 36}"
f98c05e1-df2e-4eb2-815f-39317c57049b,2025-08-23,colazione,203,"{'carboidrati': '69g', 'proteine': '29g', 'grassi': '37g'}",troppi carboidrati,"{'kcal': 203, 'carb_percent': 41, 'protein_percent': 29, 'fat_percent': 25}"
f98c05e1-df2e-4eb2-815f-39317c57049b,2025-08-23,spuntino,717,"{'carboidrati': '85g', 'proteine': '41g', 'grassi': '23g'}",troppi grassi,"{'kcal': 717, 'carb_percent': 46, 'protein_percent': 24, 'fat_percent': 31}"
f98c05e1-df2e-4eb2-815f-39317c57049b,2025-08-23,pranzo,776,"{'carboidrati': '49g', 'proteine': '42g', 'grassi': '25g'}",troppi grassi,"{'kcal': 776, 'carb_percent': 41, 'protein_percent': 25, 'fat_percent': 29}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-08-23,cena,641,"{'carboidrati': '24g', 'proteine': '28g', 'grassi': '25g'}",bilanciato,"{'kcal': 641, 'carb_percent': 60, 'protein_percent': 22, 'fat_percent': 32}"
f7b98e95-bd99-4609-a1a4-6f8e15389737,2025-08-22,colazione,530,"{'carboidrati': '38g', 'proteine': '48g', 'grassi': '39g'}",bilanciato,"{'kcal': 530, 'carb_percent': 52, 'protein_percent': 27, 'fat_percent': 34}"
1caabea0-3571-48c1-81d6-816830b3cd75,2025-08-22,spuntino,736,"{'carboidrati': '57g', 'proteine': '50g', 'grassi': '37g'}",poche proteine,"{'kcal': 736, 'carb_percent': 43, 'protein_percent': 18, 'fat_percent': 27}"
1caabea0-3571-48c1-81d6-816830b3cd75,2025-08-22,pranzo,538,"{'carboidrati': '61g', 'proteine': '11g', 'grassi': '6g'}",troppi carboidrati,"{'kcal': 538, 'carb_percent': 45, 'protein_percent': 22, 'fat_percent': 22}"
1caabea0-3571-48c1-81d6-816830b3cd75,2025-08-22,cena,891,"{'carboidrati': '32g', 'proteine': '18g', 'grassi': '12g'}",bilanciato,"{'kcal': 891, 'carb_percent': 42, 'protein_percent': 12, 'fat_percent': 32}"
f98c05e1-df2e-4eb2-815f-39317c57049b,2025-08-21,colazione,842,"{'carboidrati': '74g', 'proteine': '48g', 'grassi': '35g'}",troppi carboidrati,"{'kcal': 842, 'carb_percent': 58, 'protein_percent': 10, 'fat_percent': 26}"
f98c05e1-df2e-4eb2-815f-39317c57049b,2025-08-21,spuntino,647,"{'carboidrati': '21g', 'proteine': '17g', 'grassi': '30g'}",bilanciato,"{'kcal': 647, 'carb_percent': 53, 'protein_percent': 23, 'fat_percent': 37}"
f7b98e95-bd99-4609-a1a4-6f8e15389737,2025-08-21,pranzo,560,"{'carboidrati': '99g', 'proteine': '24g', 'grassi': '18g'}",troppi grassi,"{'kcal': 560, 'carb_percent': 44, 'protein_percent': 14, 'fat_percent': 33}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-08-21,cena,879,"{'carboidrati': '56g', 'proteine': '10g', 'grassi': '12g'}",poche proteine,"{'kcal': 879, 'carb_percent': 59, 'protein_percent': 14, 'fat_percent': 33}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-08-20,colazione,314,"{'carboidrati': '77g', 'proteine': '30g', 'grassi': '18g'}",bilanciato,"{'kcal': 314, 'carb_percent': 50, 'protein_percent': 17, 'fat_percent': 37}"
f98c05e1-df2e-4eb2-815f-39317c57049b,2025-08-20,spuntino,404,"{'carboidrati': '26g', 'proteine': '25g', 'grassi': '6g'}",bilanciato,"{'kcal': 404, 'carb_percent': 54, 'protein_percent': 26, 'fat_percent': 38}"
f98c05e1-df2e-4eb2-815f-39317c57049b,2025-08-20,pranzo,485,"{'carboidrati': '69g', 'proteine': '35g', 'grassi': '13g'}",troppi grassi,"{'kcal': 485, 'carb_percent': 54, 'protein_percent': 30, 'fat_percent': 36}"
f7b98e95-bd99-4609-a1a4-6f8e15389737,2025-08-20,cena,654,"{'carboidrati': '88g', 'proteine': '33g', 'grassi': '19g'}",troppi carboidrati,"{'kcal': 654, 'carb_percent': 40, 'protein_percent': 11, 'fat_percent': 28}"
f7b98e95-bd99-4609-a1a4-6f8e15389737,2025-08-19,colazione,813,"{'carboidrati': '65g', 'proteine': '50g', 'grassi': '27g'}",bilanciato,"{'kcal': 813, 'carb_percent': 56, 'protein_percent': 13, 'fat_percent': 40}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-08-19,spuntino,525,"{'carboidrati': '69g', 'proteine': '11g', 'grassi': '40g'}",troppi grassi,"{'kcal': 525, 'carb_percent': 42, 'protein_percent': 23, 'fat_percent': 23}"
1caabea0-3571-48c1-81d6-816830b3cd75,2025-08-19,pranzo,323,"{'carboidrati': '59g', 'proteine': '18g', 'grassi': '6g'}",bilanciato,"{'kcal': 323, 'carb_percent': 44, 'protein_percent': 29, 'fat_percent': 40}"
1caabea0-3571-48c1-81d6-816830b3cd75,2025-08-19,cena,807,"{'carboidrati': '83g', 'proteine': '26g', 'grassi': '16g'}",troppi carboidrati,"{'kcal': 807, 'carb_percent': 50, 'protein_percent': 12, 'fat_percent': 22}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-08-18,colazione,228,"{'carboidrati': '78g', 'proteine': '15g', 'grassi': '20g'}",poche proteine,"{'kcal': 228, 'carb_percent': 50, 'protein_percent': 10, 'fat_percent': 32}"
f7b98e95-bd99-4609-a1a4-6f8e15389737,2025-08-18,spuntino,681,"{'carboidrati': '40g', 'proteine': '13g', 'grassi': '15g'}",troppi grassi,"{'kcal': 681, 'carb_percent': 57, 'protein_percent': 15, 'fat_percent': 30}"
f7b98e95-bd99-4609-a1a4-6f8e15389737,2025-08-18,pranzo,682,"{'carboidrati': '60g', 'proteine': '14g', 'grassi': '21g'}",bilanciato,"{'kcal': 682, 'carb_percent': 51, 'protein_percent': 15, 'fat_percent': 35}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-08-18,cena,718,"{'carboidrati': '46g', 'proteine': '37g', 'grassi': '9g'}",troppi carboidrati,"{'kcal': 718, 'carb_percent': 40, 'protein_percent': 11, 'fat_percent': 26}"
1caabea0-3571-48c1-81d6-816830b3cd75,2025-08-17,colazione,820,"{'carboidrati': '98g', 'proteine': '43g', 'grassi': '11g'}",troppi carboidrati,"{'kcal': 820, 'carb_percent': 52, 'protein_percent': 18, 'fat_percent': 23}"
f7b98e95-bd99-4609-a1a4-6f8e15389737,2025-08-17,spuntino,208,"{'carboidrati': '59g', 'proteine': '29g', 'grassi': '22g'}",poche proteine,"{'kcal': 208, 'carb_percent': 49, 'protein_percent': 17, 'fat_percent': 22}"
f98c05e1-df2e-4eb2-815f-39317c57049b,2025-08-17,pranzo,589,"{'carboidrati': '97g', 'proteine': '36g', 'grassi': '31g'}",bilanciato,"{'kcal': 589, 'carb_percent': 41, 'protein_percent': 27, 'fat_percent': 23}"
f98c05e1-df2e-4eb2-815f-39317c57049b,2025-08-17,cena,303,"{'carboidrati': '55g', 'proteine': '12g', 'grassi': '32g'}",bilanciato,"{'kcal': 303, 'carb_percent': 60, 'protein_percent': 24, 'fat_percent': 29}"
f7b98e95-bd99-4609-a1a4-6f8e15389737,2025-08-16,colazione,266,"{'carboidrati': '85g', 'proteine': '45g', 'grassi': '5g'}",troppi carboidrati,"{'kcal': 266, 'carb_percent': 60, 'protein_percent': 20, 'fat_percent': 26}"
f98c05e1-df2e-4eb2-815f-39317c57049b,2025-08-16,spuntino,369,"{'carboidrati': '71g', 'proteine': '38g', 'grassi': '12g'}",troppi grassi,"{'kcal': 369, 'carb_percent': 57, 'protein_percent': 19, 'fat_percent': 40}"
f98c05e1-df2e-4eb2-815f-39317c57049b,2025-08-16,pranzo,365,"{'carboidrati': '97g', 'proteine': '34g', 'grassi': '34g'}",bilanciato,"{'kcal': 365, 'carb_percent': 54, 'protein_percent': 17, 'fat_percent': 27}"
1caabea0-3571-48c1-81d6-816830b3cd75,2025-08-16,cena,612,"{'carboidrati': '21g', 'proteine': '35g', 'grassi': '19g'}",troppi grassi,"{'kcal': 612, 'carb_percent': 50, 'protein_percent': 25, 'fat_percent': 38}"
1caabea0-3571-48c1-81d6-816830b3cd75,2025-08-15,colazione,567,"{'carboidrati': '37g', 'proteine': '43g', 'grassi': '8g'}",poche proteine,"{'kcal': 567, 'carb_percent': 52, 'protein_percent': 24, 'fat_percent': 26}"
f7b98e95-bd99-4609-a1a4-6f8e15389737,2025-08-15,spuntino,716,"{'carboidrati': '83g', 'proteine': '33g', 'grassi': '16g'}",poche proteine,"{'kcal': 716, 'carb_percent': 60, 'protein_percent': 10, 'fat_percent': 40}"
f7b98e95-bd99-4609-a1a4-6f8e15389737,2025-08-15,pranzo,431,"{'carboidrati': '28g', 'proteine': '19g', 'grassi': '32g'}",troppi grassi,"{'kcal': 431, 'carb_percent': 54, 'protein_percent': 20, 'fat_percent': 34}"
f98c05e1-df2e-4eb2-815f-39317c57049b,2025-08-15,cena,602,"{'carboidrati': '23g', 'proteine': '32g', 'grassi': '10g'}",poche proteine,"{'kcal': 602, 'carb_percent': 50, 'protein_percent': 13, 'fat_percent': 20}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-08-14,colazione,747,"{'carboidrati': '69g', 'proteine': '48g', 'grassi': '27g'}",poche proteine,"{'kcal': 747, 'carb_percent': 47, 'protein_percent': 16, 'fat_percent': 31}"
f7b98e95-bd99-4609-a1a4-6f8e15389737,2025-08-14,spuntino,427,"{'carboidrati': '46g', 'proteine': '14g', 'grassi': '37g'}",poche proteine,"{'kcal': 427, 'carb_percent': 51, 'protein_percent': 12, 'fat_percent': 28}"
f7b98e95-bd99-4609-a1a4-6f8e15389737,2025-08-14,pranzo,893,"{'carboidrati': '88g', 'proteine': '19g', 'grassi': '32g'}",troppi carboidrati,"{'kcal': 893, 'carb_percent': 42, 'protein_percent': 20, 'fat_percent': 40}"
f98c05e1-df2e-4eb2-815f-39317c57049b,2025-08-14,cena,348,"{'carboidrati': '82g', 'proteine': '25g', 'grassi': '28g'}",troppi carboidrati,"{'kcal': 348, 'carb_percent': 51, 'protein_percent': 12, 'fat_percent': 22}"
f98c05e1-df2e-4eb2-815f-39317c57049b,2025-08-13,colazione,319,"{'carboidrati': '29g', 'proteine': '10g', 'grassi': '34g'}",poche proteine,"{'kcal': 319, 'carb_percent': 50, 'protein_percent': 27, 'fat_percent': 21}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-08-13,spuntino,719,"{'carboidrati': '33g', 'proteine': '19g', 'grassi': '31g'}",troppi carboidrati,"{'kcal': 719, 'carb_percent': 56, 'protein_percent': 20, 'fat_percent': 26}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-08-13,pranzo,201,"{'carboidrati': '35g', 'proteine': '32g', 'grassi': '7g'}",poche proteine,"{'kcal': 201, 'carb_percent': 60, 'protein_percent': 25, 'fat_percent': 25}"
f98c05e1-df2e-4eb2-815f-39317c57049b,2025-08-13,cena,286,"{'carboidrati': '28g', 'proteine': '11g', 'grassi': '5g'}",poche proteine,"{'kcal': 286, 'carb_percent': 54, 'protein_percent': 19, 'fat_percent': 38}"
f98c05e1-df2e-4eb2-815f-39317c57049b,2025-08-12,colazione,472,"{'carboidrati': '42g', 'proteine': '27g', 'grassi': '39g'}",poche proteine,"{'kcal': 472, 'carb_percent': 42, 'protein_percent': 19, 'fat_percent': 37}"
f98c05e1-df2e-4eb2-815f-39317c57049b,2025-08-12,spuntino,520,"{'carboidrati': '99g', 'proteine': '31g', 'grassi': '26g'}",bilanciato,"{'kcal': 520, 'carb_percent': 42, 'protein_percent': 14, 'fat_percent': 37}"
f4751bf5-cdc5-407e-a1c2-ec7da2de337e,2025-08-12,pranzo,498,"{'carboidrati': '70g', 'proteine': '35g', 'grassi': '11g'}",troppi carboidrati,"{'kcal': 498, 'carb_percent': 58, 'protein_percent': 23, 'fat_percent': 32}"
